"","id","effect","type","model"
"1061",373,0.802306767386395,"T","rcs"
"1062",374,0.795548637684341,"T","rcs"
"1063",375,0.799823958394147,"T","rcs"
"1064",376,0.800018407634439,"T","rcs"
"1065",377,0.799626230980867,"T","rcs"
"1066",378,0.800040847937281,"T","rcs"
"1067",379,0.789188402016025,"T","rcs"
"1068",380,0.788718258107308,"T","rcs"
"1069",381,0.774701359865664,"T","rcs"
"1070",382,0.774833271936719,"T","rcs"
"1071",383,0.774823619107632,"T","rcs"
"1072",384,0.774631100968042,"T","rcs"
"1073",385,0.774430405019875,"T","rcs"
"1074",386,0.780866254181584,"T","rcs"
"1075",387,0.78084005338767,"T","rcs"
"1076",388,0.780794926478166,"T","rcs"
"1077",389,0.798297114896675,"T","rcs"
"1078",390,0.79837922911967,"T","rcs"
"1079",391,0.785493603910153,"T","rcs"
"1080",392,0.785259932311413,"T","rcs"
"1081",393,0.785074379087996,"T","rcs"
"1082",394,0.785140123846895,"T","rcs"
"1083",395,0.785276577847141,"T","rcs"
"1084",396,0.784949039109352,"T","rcs"
"1085",397,0.789423746596389,"T","rcs"
"1086",398,0.78985747654715,"T","rcs"
"1087",399,0.78951261945019,"T","rcs"
"1088",400,0.78900132267078,"T","rcs"
"1089",401,0.79431252692468,"T","rcs"
"1090",402,0.792969447481671,"T","rcs"
"1091",403,0.793090544752672,"T","rcs"
"1092",404,0.803161804627618,"T","rcs"
"1093",405,0.803203694985095,"T","rcs"
"1094",406,0.804466883841189,"T","rcs"
"1095",407,0.804539446727231,"T","rcs"
"1096",408,0.804493935322042,"T","rcs"
"1097",409,0.804051944121488,"T","rcs"
"1098",410,0.808436460037589,"T","rcs"
"1099",411,0.819683893158929,"T","rcs"
"1100",412,0.819656341871707,"T","rcs"
"1101",413,0.81965382978749,"T","rcs"
"1102",414,0.819148693146047,"T","rcs"
"1103",415,0.828575488938116,"T","rcs"
"1104",416,0.830383881230428,"T","rcs"
"1105",417,0.829173666952585,"T","rcs"
"1106",418,0.829456928081492,"T","rcs"
"1107",419,0.841787854451097,"T","rcs"
"1108",420,0.841818653137315,"T","rcs"
"1109",421,0.841510696937532,"T","rcs"
"1110",422,0.841416766538838,"T","rcs"
"1111",423,0.840939364094341,"T","rcs"
"1112",424,0.841342009981045,"T","rcs"
"1113",425,0.841287184484488,"T","rcs"
"1114",426,0.841429866503419,"T","rcs"
"1115",427,0.831655653347908,"T","rcs"
"1116",428,0.823865952228176,"T","rcs"
"1117",429,0.823802341760701,"T","rcs"
"1118",430,0.824115637488483,"T","rcs"
"1119",431,0.824306228518855,"T","rcs"
"1120",432,0.824403208875954,"T","rcs"
"1121",433,0.824654064953131,"T","rcs"
"1122",434,0.808725864138659,"T","rcs"
"1123",435,0.808508885898706,"T","rcs"
"1124",436,0.809748208441513,"T","rcs"
"1125",437,0.810178860035624,"T","rcs"
"1126",438,0.810376087492042,"T","rcs"
"1127",439,0.81449219860818,"T","rcs"
"1128",440,0.814192732525334,"T","rcs"
"1129",441,0.829447698058782,"T","rcs"
"1130",442,0.829602234672653,"T","rcs"
"1131",443,0.835360040030898,"T","rcs"
"1132",444,0.835418606221011,"T","rcs"
"1133",445,0.836819278842591,"T","rcs"
"1134",446,0.837169908359832,"T","rcs"
"1135",447,0.832483852794226,"T","rcs"
"1136",448,0.830802693064259,"T","rcs"
"1137",449,0.82938789353577,"T","rcs"
"1138",450,0.829636050831748,"T","rcs"
"1139",451,0.831120965481922,"T","rcs"
"1140",452,0.830432911564959,"T","rcs"
"1141",453,0.836465294301159,"T","rcs"
"1142",454,0.836725268881818,"T","rcs"
"1143",455,0.836852099190454,"T","rcs"
"1144",456,0.84261989416829,"T","rcs"
"1145",457,0.850098386341056,"T","rcs"
"1146",458,0.854264637768151,"T","rcs"
"1147",459,0.854017229931801,"T","rcs"
"1148",460,0.859734438131742,"T","rcs"
"1149",461,0.859820287884803,"T","rcs"
"1150",462,0.855038217801943,"T","rcs"
"1151",463,0.854988482684271,"T","rcs"
"1152",464,0.85466806139076,"T","rcs"
"1153",465,0.852974139618455,"T","rcs"
"1154",466,0.851955544821331,"T","rcs"
"1155",467,0.853618739441807,"T","rcs"
"1156",468,0.853398950141884,"T","rcs"
"1157",469,0.853359761313393,"T","rcs"
"1158",470,0.845129584917912,"T","rcs"
"1159",471,0.845125400878905,"T","rcs"
"1160",472,0.845067287834497,"T","rcs"
"1161",473,0.844800957849525,"T","rcs"
"1162",474,0.844692415032121,"T","rcs"
"1163",475,0.844169816991605,"T","rcs"
"1164",476,0.843870888959805,"T","rcs"
"1165",477,0.842279933651831,"T","rcs"
"1166",478,0.849147405041052,"T","rcs"
"1167",479,0.848928593627277,"T","rcs"
"1168",480,0.848675061754534,"T","rcs"
"1169",481,0.84843693598108,"T","rcs"
"1170",482,0.848122485289338,"T","rcs"
"1171",483,0.847822966525567,"T","rcs"
"1172",484,0.847678317097824,"T","rcs"
"1173",485,0.842305665303349,"T","rcs"
"1174",486,0.842272493384295,"T","rcs"
"1175",487,0.84258205906373,"T","rcs"
"1176",488,0.855959145974056,"T","rcs"
"1177",489,0.855897471669262,"T","rcs"
"1178",490,0.855790272161224,"T","rcs"
"1179",491,0.845895302609025,"T","rcs"
"1180",492,0.845803784476474,"T","rcs"
"1181",493,0.846380115482995,"T","rcs"
"1182",494,0.852794022959936,"T","rcs"
"1183",495,0.845357710420722,"T","rcs"
"1184",496,0.853623652484479,"T","rcs"
"1185",497,0.850901477887892,"T","rcs"
"1186",498,0.850691778418689,"T","rcs"
"1187",499,0.850399747038963,"T","rcs"
"1188",500,0.850476047996008,"T","rcs"
"1189",501,0.850114614538803,"T","rcs"
"1190",502,0.839849408482276,"T","rcs"
"1191",503,0.839643384216565,"T","rcs"
"1192",504,0.839415303640559,"T","rcs"
"1193",505,0.839041377610778,"T","rcs"
"1194",506,0.838894542479399,"T","rcs"
"1195",507,0.838878553979801,"T","rcs"
"1196",508,0.841719141144415,"T","rcs"
"1197",509,0.841539088960115,"T","rcs"
"1198",510,0.849874063417517,"T","rcs"
"1199",511,0.849765846776131,"T","rcs"
"1200",512,0.856393059427002,"T","rcs"
"1201",513,0.85645629567929,"T","rcs"
"1202",514,0.856329540922965,"T","rcs"
"1203",515,0.856026499848807,"T","rcs"
"1204",516,0.85321021178454,"T","rcs"
"1205",517,0.853117461017646,"T","rcs"
"1206",518,0.85316882103137,"T","rcs"
"1207",519,0.853054917564835,"T","rcs"
"1208",520,0.852915848189914,"T","rcs"
"1209",521,0.852450715437505,"T","rcs"
"1210",522,0.852147537731289,"T","rcs"
"1211",523,0.851795149191901,"T","rcs"
"1212",524,0.858851725753728,"T","rcs"
"1213",525,0.858624066698965,"T","rcs"
"1214",526,0.858405414212433,"T","rcs"
"1215",527,0.858106403902919,"T","rcs"
"1216",528,0.864571041611956,"T","rcs"
"1217",529,0.864458020888781,"T","rcs"
"1218",530,0.8583039108867,"T","rcs"
"1219",531,0.858127604538538,"T","rcs"
"1220",532,0.858052567875894,"T","rcs"
"1221",533,0.857624987078835,"T","rcs"
"1222",534,0.857484546918377,"T","rcs"
"1223",535,0.857175187483206,"T","rcs"
"1224",536,0.864277156677007,"T","rcs"
"1225",537,0.867306818004339,"T","rcs"
"1226",538,0.877184175874886,"T","rcs"
"1227",539,0.876806760070019,"T","rcs"
"1228",540,0.876265653640325,"T","rcs"
"1229",541,0.867295901781042,"T","rcs"
"1230",542,0.85570254216089,"T","rcs"
"1231",543,0.850094882726548,"T","rcs"
"1232",544,0.85657792418874,"T","rcs"
"1233",545,0.856542739580586,"T","rcs"
"1234",546,0.856365358917266,"T","rcs"
"1235",547,0.856320856776365,"T","rcs"
"1236",548,0.863290449751195,"T","rcs"
"1237",549,0.863151954274326,"T","rcs"
"1238",550,0.863028249657038,"T","rcs"
"1239",551,0.8628061598978,"T","rcs"
"1240",552,0.862567840387943,"T","rcs"
"1241",553,0.862177318953664,"T","rcs"
"1242",554,0.86626153647398,"T","rcs"
"1243",555,0.865949412325044,"T","rcs"
"1244",556,0.865863142989399,"T","rcs"
"1245",557,0.86210747567811,"T","rcs"
"1246",558,0.861916369694435,"T","rcs"
"1247",559,0.867004102627314,"T","rcs"
"1248",560,0.867006374380239,"T","rcs"
"1249",561,0.866820832562061,"T","rcs"
"1250",562,0.866558483602579,"T","rcs"
"1251",563,0.866287252514157,"T","rcs"
"1252",564,0.866327308060086,"T","rcs"
"1253",565,0.865571911428608,"T","rcs"
"1254",566,0.863336867711192,"T","rcs"
"1255",567,0.862946478804386,"T","rcs"
"1256",568,0.862769584597226,"T","rcs"
"1257",569,0.858284332063931,"T","rcs"
"1258",570,0.858523436253529,"T","rcs"
"1259",571,0.868841037647656,"T","rcs"
"1260",572,0.868903512179733,"T","rcs"
"1261",573,0.868742005753755,"T","rcs"
"1262",574,0.883973580613655,"T","rcs"
"1263",575,0.883782102006047,"T","rcs"
"1264",576,0.884114927973097,"T","rcs"
"1265",577,0.883932324532957,"T","rcs"
"1266",578,0.884157982458362,"T","rcs"
"1267",579,0.883725470482634,"T","rcs"
"1268",580,0.883547610686062,"T","rcs"
"1269",581,0.890347105987919,"T","rcs"
"1270",582,0.890260384149953,"T","rcs"
"1271",583,0.889849155685824,"T","rcs"
"1272",584,0.889702576972915,"T","rcs"
"1273",585,0.887252940433606,"T","rcs"
"1274",586,0.886929225268988,"T","rcs"
"1275",587,0.88676112880853,"T","rcs"
"1276",588,0.886324616489031,"T","rcs"
"1277",589,0.886295694814664,"T","rcs"
"1278",590,0.885948257496789,"T","rcs"
"1279",591,0.885846579644098,"T","rcs"
"1280",592,0.894500001882139,"T","rcs"
"1281",593,0.894584277927984,"T","rcs"
"1282",594,0.894504805578359,"T","rcs"
"1283",595,0.894354335832875,"T","rcs"
"1284",596,0.894067019329522,"T","rcs"
"1285",597,0.892757935454867,"T","rcs"
"1286",598,0.89266942611015,"T","rcs"
"1287",599,0.888027499025445,"T","rcs"
"1288",600,0.892834931052455,"T","rcs"
"1289",601,0.893032910425205,"T","rcs"
"1290",602,0.892885172980569,"T","rcs"
"1291",603,0.892813818729143,"T","rcs"
"1292",604,0.892520164892981,"T","rcs"
"1293",605,0.901740764927258,"T","rcs"
"1294",606,0.901658450225389,"T","rcs"
"1295",607,0.901419875656393,"T","rcs"
"1296",608,0.901321640031961,"T","rcs"
"1297",609,0.901175682017654,"T","rcs"
"1298",610,0.901064275517665,"T","rcs"
"1299",611,0.901371336996403,"T","rcs"
"1300",612,0.90165248216701,"T","rcs"
"1301",613,0.914080051834243,"T","rcs"
"1302",614,0.913800511260895,"T","rcs"
"1303",615,0.913886167923566,"T","rcs"
"1304",616,0.913628459210296,"T","rcs"
"1305",617,0.919771649618519,"T","rcs"
"1306",618,0.919726999476808,"T","rcs"
"1307",619,0.919857490828305,"T","rcs"
"1308",620,0.921318946328399,"T","rcs"
"1309",621,0.93056338583245,"T","rcs"
"1310",622,0.94488325899232,"T","rcs"
"1311",623,0.945078133694314,"T","rcs"
"1312",624,0.944959828460053,"T","rcs"
"1313",625,0.950393239623073,"T","rcs"
"1314",626,0.950145446211605,"T","rcs"
"1315",627,0.947818928923879,"T","rcs"
"1316",628,0.94369347480593,"T","rcs"
"1317",629,0.943675074535724,"T","rcs"
"1318",630,0.943455251836329,"T","rcs"
"1319",631,0.943074959271442,"T","rcs"
"1320",632,0.942083107439238,"T","rcs"
"1321",633,0.942296781873679,"T","rcs"
"1322",634,0.934171989514236,"T","rcs"
"1323",635,0.933897049587785,"T","rcs"
"1324",636,0.93342689344561,"T","rcs"
"1325",637,0.934072329613638,"T","rcs"
"1326",638,0.933816552784556,"T","rcs"
"1327",639,0.933600000021375,"T","rcs"
"1328",640,0.933464225419751,"T","rcs"
"1329",641,0.933490909782859,"T","rcs"
"1330",642,0.933289864715416,"T","rcs"
"1331",643,0.933498050007806,"T","rcs"
"1332",644,0.933015085220303,"T","rcs"
"1333",645,0.94251780674339,"T","rcs"
"1334",646,0.951295807351727,"T","rcs"
"1335",647,0.960427739397562,"T","rcs"
"1336",648,0.952247187345918,"T","rcs"
