"","X","X.1","file","n","k","sigma","tss","rss","llh","Rsq","adj.Rsq","AIC","AICc","BIC","form","error","I","T","A","dAIC","dAICc","dBIC","wAIC","wAICc","wBIC","sigma_choice","Rsq_choice","adj.Rsq_choice","llh_choice","AIC_choice","AICc_choice","BIC_choice","sigma_best","Rsq_best","adj.Rsq_best","wAIC_best","wAICc_best","wBIC_best"
"4593",146,146,"japa008x.rwl",6757,907,8.98121149606747,3560458.25691875,544953.552535011,-24419.7934022555,0.846942861504963,0.823238627748296,50653.5868045109,50935.1925490827,56837.8159996927,"additive","norm",TRUE,TRUE,TRUE,50106.2528832832,50318.3544141484,55437.0665330545,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4594",146,146,"japa008x.rwl",6757,907,0.224823751775535,1472.03330036393,341.48688001256,497.139337661686,0.76801687847134,0.732089236060235,819.721324676627,1101.32706924835,7003.95051985845,"multiplicative","lnorm",TRUE,TRUE,TRUE,272.387403448872,484.488934314122,5603.20105322016,7.10930049140836e-60,6.23109886647843e-106,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4595",146,146,"japa008x.rwl",6757,882,20.0518218025176,3560458.25691875,2716422.46714507,-29846.9159939566,0.237058189948873,0.122649384050142,61457.8319879131,61723.0025701399,67471.6028260061,"additive","norm",FALSE,TRUE,TRUE,60910.4980666854,61106.1644352057,66070.8533593678,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4596",146,146,"japa008x.rwl",6757,882,0.41469499690749,1472.03330036393,1161.84242974846,-3639.67534589405,0.210722726543472,0.0923647217919487,9043.3506917881,9308.52127401486,15057.1215298811,"multiplicative","lnorm",FALSE,TRUE,TRUE,8496.01677056034,8691.68313908063,13656.3720632428,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4597",146,146,"japa008x.rwl",6757,467,9.99672251141588,3560458.25691875,675157.218315002,-25143.620180193,0.810373505432054,0.796324865293952,51221.240360386,51290.7445740924,54405.4024708048,"additive","norm",TRUE,FALSE,TRUE,50673.9064391582,50673.9064391582,53004.6530041665,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4598",146,146,"japa008x.rwl",6757,467,0.247236837167996,1472.03330036393,412.967618478546,-144.978117928621,0.719457692719011,0.698673477267033,1223.95623585724,1293.46044956371,4408.11834627611,"multiplicative","lnorm",TRUE,FALSE,TRUE,676.622314629487,676.622314629487,3007.36887963782,1.18394413891828e-147,1.18394413891835e-147,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4599",146,146,"japa008x.rwl",6757,442,21.6354897770907,3560458.25691875,3162445.8872959,-30360.54934227,0.11178683778961,0.0497596003335874,61605.0986845401,61667.1214910019,64618.8024378701,"additive","norm",FALSE,FALSE,TRUE,61057.7647633123,61050.2833560677,63218.0529712318,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4600",146,146,"japa008x.rwl",6757,442,0.442521758971742,1472.03330036393,1322.99712639623,-4078.51771961569,0.101245110372744,0.0384817047788217,9041.03543923138,9103.05824569321,12054.7391925614,"multiplicative","lnorm",FALSE,FALSE,TRUE,8493.70151800363,8486.22011075899,10653.9897259231,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4601",146,146,"japa008x.rwl",6757,467,9.57638437641228,3560458.25691875,619573.422468703,-24853.3584919212,0.825984921669918,0.813092866582189,50640.7169838423,50710.2211975488,53824.8790942612,"additive","norm",TRUE,TRUE,FALSE,50093.3830626145,50093.3830626145,52424.1296276229,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4602",146,146,"japa008x.rwl",6757,467,0.235162904194952,1472.03330036393,373.617552237535,193.333039386122,0.746189469935792,0.727385700935804,547.333921227756,616.838134934227,3731.49603164662,"multiplicative","lnorm",TRUE,TRUE,FALSE,0,0,2330.74656500833,1,1,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4603",146,146,"japa008x.rwl",6757,442,22.232696239196,3560458.25691875,3339442.03562682,-30544.5356772323,0.0620752176668414,-0.00342356760773077,61973.0713544645,62035.0941609263,64986.7751077946,"additive","norm",FALSE,TRUE,FALSE,61425.7374332367,61418.2560259921,63586.0256411563,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4604",146,146,"japa008x.rwl",6757,442,0.451366731110477,1472.03330036393,1376.41289174089,-4212.24229054706,0.0649580472122511,-0.000339419324470569,9308.48458109412,9370.50738755595,12322.1883344242,"multiplicative","lnorm",FALSE,TRUE,FALSE,8761.15065986637,8753.66925262172,10921.4388677859,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4605",146,146,"japa008x.rwl",6757,27,10.9736126794191,3560458.25691875,813558.703907299,-25773.6175431646,0.771501687366682,0.770618930141056,51601.2350863293,51601.459785393,51785.3301119852,"additive","norm",TRUE,FALSE,FALSE,51053.9011651015,50984.6216504588,50384.5806453469,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4606",146,146,"japa008x.rwl",6757,27,0.263729531092467,1472.03330036393,469.901862192625,-581.327220491192,0.680780412999862,0.679547172396295,1216.65444098238,1216.87914004614,1400.74946663829,"multiplicative","lnorm",TRUE,FALSE,FALSE,669.320519754628,600.041005111911,0,4.55927536546571e-146,5.04372363754066e-131,1,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4607",146,146,"japa008x.rwl",6757,0,22.9566296914598,3560458.25691875,3560458.25691875,-52637.6721198496,0,0.000147994672191842,105275.344239699,105275.344239699,105275.344239699,"additive","norm",FALSE,FALSE,FALSE,104728.010318471,104658.506104765,103874.594773061,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4608",146,146,"japa008x.rwl",6757,0,0.466781888692141,1472.03330036393,1472.03330036393,-276266.316980572,0,0.000147994672191842,552532.633961145,552532.633961145,552532.633961145,"multiplicative","lnorm",FALSE,FALSE,FALSE,551985.300039917,551915.79582621,551131.884494506,0,0,0,2,1,1,2,10,10,14,0.224823751775535,0.846942861504963,0.823238627748296,1,1,1
"4609",147,147,"japa010.rwl",11714,673,298.073923768398,2530319566.24629,1040677373.99146,-83359.6045675923,0.588717019038311,0.56368467022876,168065.209135185,168147.383410547,173024.2365462,"additive","norm",TRUE,TRUE,TRUE,152439.319315708,152498.210419264,154723.566711569,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4610",147,147,"japa010.rwl",11714,673,0.453567791284635,5665.8590059454,2409.6421817394,-7359.73415974998,0.574708410638021,0.548823441155977,16065.4683195,16147.6425948623,21024.4957305152,"multiplicative","lnorm",TRUE,TRUE,TRUE,439.578500022941,498.469603579091,2723.82589588436,3.52161226986729e-96,5.73721182075236e-109,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4611",147,147,"japa010.rwl",11714,622,359.400059797541,2530319566.24629,1512949504.13374,-85551.2309304828,0.402071768200334,0.368595980971016,172346.461860966,172416.339419346,176929.693732662,"additive","norm",FALSE,TRUE,TRUE,156720.572041489,156767.166428063,158629.023898031,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4612",147,147,"japa010.rwl",11714,622,0.567494679634753,5665.8590059454,3772.17412628926,-9984.68495756022,0.334227321518066,0.296953174985675,21213.3699151204,21283.2474735011,25796.6017868166,"multiplicative","lnorm",FALSE,TRUE,TRUE,5587.48009564341,5634.07448221791,7495.93195218569,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4613",147,147,"japa010.rwl",11714,363,343.4104052097,2530319566.24629,1381322364.13688,-85018.1280535532,0.454091735066467,0.436681921666243,170762.256107106,170785.539278913,173437.03612226,"additive","norm",TRUE,FALSE,TRUE,155136.366287629,155136.366287629,155136.366287629,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4614",147,147,"japa010.rwl",11714,363,0.521768921311176,5665.8590059454,3188.78000127507,-9000.63206887881,0.437193901590392,0.419245191553894,18727.2641377576,18750.5473095638,21402.0441529115,"multiplicative","lnorm",TRUE,FALSE,TRUE,3101.3743182806,3101.3743182806,3101.3743182806,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4615",147,147,"japa010.rwl",11714,312,403.508984161624,2530319566.24629,1907104807.0039,-86907.2741710978,0.246298834169363,0.225740944099785,174438.548342196,174455.679471044,176737.53281803,"additive","norm",FALSE,FALSE,TRUE,158812.658522719,158806.506479761,158436.862983399,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4616",147,147,"japa010.rwl",11714,312,0.626240153193895,5665.8590059454,4593.5660323092,-11138.5438823076,0.189255146044228,0.167141337100162,22901.0877646152,22918.2188934635,25200.0722404499,"multiplicative","lnorm",FALSE,FALSE,TRUE,7275.19794513817,7269.04590218035,6899.40240581903,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4617",147,147,"japa010.rwl",11714,363,300.421963071314,2530319566.24629,1057137557.60542,-83451.5185610447,0.582211839284127,0.568887963486476,167629.037122089,167652.320293896,170303.817137243,"additive","norm",TRUE,TRUE,FALSE,152003.147302612,152003.147302612,152003.147302612,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4618",147,147,"japa010.rwl",11714,363,0.457074249174286,5665.8590059454,2447.04328962174,-7449.94490973851,0.568107274280217,0.554333583265279,15625.889819477,15649.1729912832,18300.6698346309,"multiplicative","lnorm",TRUE,TRUE,FALSE,0,0,0,1,1,1,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4619",147,147,"japa010.rwl",11714,312,402.39042492161,2530319566.24629,1896546167.30544,-86874.7569333289,0.250471682468567,0.23002761066079,174373.513866658,174390.644995506,176672.498342493,"additive","norm",FALSE,TRUE,FALSE,158747.624047181,158741.472004223,158371.828507862,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4620",147,147,"japa010.rwl",11714,312,0.611916458168453,5665.8590059454,4385.83623856897,-10867.5034538253,0.22591857051742,0.204804790078104,22359.0069076506,22376.138036499,24657.9913834854,"multiplicative","lnorm",FALSE,TRUE,FALSE,6733.11708817362,6726.9650452158,6357.32154885448,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4621",147,147,"japa010.rwl",11714,53,400.867900561928,2530319566.24629,1882221398.25896,-86830.3506168506,0.256132931441846,0.252815798471687,173766.701233701,173767.192142792,174157.233852994,"additive","norm",TRUE,FALSE,FALSE,158140.811414224,158118.019151509,155856.564018363,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4622",147,147,"japa010.rwl",11714,53,0.586717357625126,5665.8590059454,4032.05099989233,-10374.8996926605,0.288360159393069,0.285186737584342,20855.7993853211,20856.290294412,21246.3320046135,"multiplicative","lnorm",TRUE,FALSE,FALSE,5229.90956584404,5207.11730312878,2945.66216998263,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4623",147,147,"japa010.rwl",11714,0,464.786617748512,2530319566.24629,2530319566.24629,-108282.620170026,0,8.53679358032711e-05,216565.240340053,216565.240340053,216565.240340053,"additive","norm",FALSE,FALSE,FALSE,200939.350520576,200916.067348769,198264.570505422,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4624",147,147,"japa010.rwl",11714,0,0.695502683250067,5665.8590059454,5665.8590059454,-610437.850846162,0,8.53679358032711e-05,1220875.70169232,1220875.70169232,1220875.70169232,"multiplicative","lnorm",FALSE,FALSE,FALSE,1205249.81187285,1205226.52870104,1202575.03185769,0,0,0,2,1,9,2,10,10,10,0.453567791284635,0.588717019038311,0.568887963486476,1,1,1
"4625",148,148,"japa011.rwl",12321,679,300.864424285246,2736323397.15088,1115199030.18207,-87793.9963934405,0.592446188435461,0.568711307466491,176945.992786881,177025.319305221,181983.534800263,"additive","norm",TRUE,TRUE,TRUE,160771.557204081,160828.035425208,163071.465928895,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4626",148,148,"japa011.rwl",12321,679,0.448982213458055,5896.34433933223,2483.52754498087,-7615.9297853396,0.578802152307452,0.554272677927144,16589.8595706792,16669.1860890195,21627.4015840613,"multiplicative","lnorm",TRUE,TRUE,TRUE,415.42398787927,471.902209005997,2715.33271269292,6.1919466656574e-91,3.37083360863494e-103,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4627",148,148,"japa011.rwl",12321,622,374.519553052187,2736323397.15088,1728063514.01881,-90492.1015478648,0.368472485445944,0.334950082972394,182228.20309573,182294.454762681,186842.858666162,"additive","norm",FALSE,TRUE,TRUE,166053.76751293,166097.170882668,167930.789794794,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4628",148,148,"japa011.rwl",12321,622,0.570953212874683,5896.34433933223,4016.1668783165,-10576.9617166074,0.318871719969574,0.282716436449709,22397.9234332148,22464.1751001664,27012.5790036473,"multiplicative","lnorm",FALSE,TRUE,TRUE,6223.48785041485,6266.89122015284,8100.51013227889,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4629",148,148,"japa011.rwl",12321,369,346.424279454307,2736323397.15088,1478520506.79177,-89531.3130771167,0.459668945442913,0.443032246306617,179800.626154233,179823.474451447,182538.259442802,"additive","norm",TRUE,FALSE,TRUE,163626.190571433,163626.190571433,163626.190571433,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4630",148,148,"japa011.rwl",12321,369,0.516231669339658,5896.34433933223,3283.22008080787,-9335.6008702817,0.443177010727344,0.426032527791238,19409.2017405634,19432.050037777,22146.8350291319,"multiplicative","lnorm",TRUE,FALSE,TRUE,3234.76615776348,3234.76615776348,3234.76615776348,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4631",148,148,"japa011.rwl",12321,312,412.810292007311,2736323397.15088,2099479994.14583,-91691.4786150328,0.232736892016545,0.212866892301093,184006.957230066,184023.222386628,186321.704075685,"additive","norm",FALSE,FALSE,TRUE,167832.521647266,167825.938506614,167409.635204316,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4632",148,148,"japa011.rwl",12321,312,0.62430539816403,5896.34433933223,4801.80907577753,-11677.6262342788,0.185629468118657,0.164539515964848,23979.2524685575,23995.5176251198,26293.9993141764,"multiplicative","lnorm",FALSE,FALSE,TRUE,7804.81688575758,7798.23374510625,7381.93044280797,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4633",148,148,"japa011.rwl",12321,369,303.442184985686,2736323397.15088,1134390606.62789,-87899.1111869613,0.585432552377018,0.572668092811652,176536.222373923,176559.070671136,179273.855662491,"additive","norm",TRUE,TRUE,FALSE,160361.786791123,160361.786791123,160361.786791123,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4634",148,148,"japa011.rwl",12321,369,0.452725144957172,5896.34433933223,2525.10790071838,-7718.21779139996,0.571750265011769,0.558564530199548,16174.4355827999,16197.2838800135,18912.0688713684,"multiplicative","lnorm",TRUE,TRUE,FALSE,0,0,0,1,1,1,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4635",148,148,"japa011.rwl",12321,312,412.699642259231,2736323397.15088,2098354654.96145,-91688.1756491988,0.233148151586796,0.213288802360674,184000.351298398,184016.61645496,186315.098144016,"additive","norm",FALSE,TRUE,FALSE,167825.915715598,167819.332574946,167403.029272648,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4636",148,148,"japa011.rwl",12321,312,0.613875069037292,5896.34433933223,4642.70083674986,-11470.039168346,0.212613685774726,0.192222550482524,23564.078336692,23580.3434932543,25878.8251823109,"multiplicative","lnorm",FALSE,TRUE,FALSE,7389.64275389204,7383.05961324071,6966.75631094243,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4637",148,148,"japa011.rwl",12321,59,402.325146256512,2736323397.15088,1994183247.18319,-91374.4893136257,0.271217996652158,0.267770813795024,182866.978627251,182867.556067917,183304.703191006,"additive","norm",TRUE,FALSE,FALSE,166692.543044451,166670.272187903,164392.634319638,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4638",148,148,"japa011.rwl",12321,59,0.579527200391699,5896.34433933223,4137.69388024411,-10760.6103120996,0.298261152652982,0.294941885555761,21639.2206241992,21639.7980648647,22076.945187954,"multiplicative","lnorm",TRUE,FALSE,FALSE,5464.78504139927,5442.51418485117,3164.87631658562,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4639",148,148,"japa011.rwl",12321,0,471.279292826093,2736323397.15088,2736323397.15088,-114132.50250175,0,8.11622433244397e-05,228265.0050035,228265.0050035,228265.0050035,"additive","norm",FALSE,FALSE,FALSE,212090.5694207,212067.721123486,209352.936132131,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4640",148,148,"japa011.rwl",12321,0,0.691808772850237,5896.34433933223,5896.34433933223,-650934.314472032,0,8.11622433244397e-05,1301868.62894406,1301868.62894406,1301868.62894406,"multiplicative","lnorm",FALSE,FALSE,FALSE,1285694.19336126,1285671.34506405,1282956.56007269,0,0,0,2,1,9,2,10,10,10,0.448982213458055,0.592446188435461,0.572668092811652,1,1,1
"4641",149,149,"japa1.rwl",726,220,36.5878770616026,3965998.86639118,970537.742209334,-3643.0438864071,0.755285421175003,0.649371403857465,7726.08777281421,7918.64222825975,8735.34877607566,"additive","norm",TRUE,TRUE,TRUE,6317.55580494085,6467.19700343059,6970.87245597518,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4642",149,149,"japa1.rwl",726,220,0.48824612161259,558.869470388647,172.828599570559,-509.154091244437,0.690753192421889,0.556909218391046,1458.30818248887,1650.86263793442,2467.56918575033,"multiplicative","lnorm",TRUE,TRUE,TRUE,49.7762146155228,199.417413105257,703.092865649852,1.55321770080636e-11,4.97804647066307e-44,2.11506681531155e-153,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4643",149,149,"japa1.rwl",726,214,41.9290000575316,3965998.86639118,1274579.75822275,-3741.96919474299,0.678623267136095,0.54492552475326,7911.93838948598,8092.01666737248,8893.67409265849,"additive","norm",FALSE,TRUE,TRUE,6503.40642161263,6640.57144254332,7129.19777255801,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4644",149,149,"japa1.rwl",726,214,0.560647208571268,558.869470388647,227.885837047097,-609.539722746626,0.592237813798234,0.422602373054141,1647.07944549325,1827.15772337975,2628.81514866576,"multiplicative","lnorm",FALSE,TRUE,TRUE,238.547477619901,375.712498550588,864.338828565282,1.58516107333994e-52,2.60056401466121e-82,2.04742560235688e-188,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4645",149,149,"japa1.rwl",726,114,44.1480596438702,3965998.86639118,1413062.09848107,-3779.40993234177,0.643705874337057,0.577919540677069,7786.81986468355,7829.73312163936,8309.80056637357,"additive","norm",TRUE,FALSE,TRUE,6378.28789681019,6378.2878968102,6545.3242462731,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4646",149,149,"japa1.rwl",726,114,0.582699371448504,558.869470388647,246.165454177699,-637.548475669848,0.559529608932633,0.478200925614639,1503.0969513397,1546.01020829551,2026.07765302972,"multiplicative","lnorm",TRUE,FALSE,TRUE,94.5649834663438,94.5649834663438,261.601332929245,2.92061794732693e-21,2.92061794737229e-21,1.56312001893578e-57,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4647",149,149,"japa1.rwl",726,108,54.5312665468049,3965998.86639118,2155902.79761905,-3932.75946991542,0.456403576942828,0.362285749649758,8081.51893983084,8119.67777289405,8576.97434143192,"additive","norm",FALSE,FALSE,TRUE,6672.98697195749,6668.23254806489,6812.49802133144,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4648",149,149,"japa1.rwl",726,108,0.700302590620969,558.869470388647,355.557195862069,-771.017127697844,0.363792057535709,0.25363954969804,1758.03425539569,1796.1930884589,2253.48965699677,"multiplicative","lnorm",FALSE,FALSE,TRUE,349.502287522337,344.747863629736,489.013336896289,1.27803444308586e-76,1.37705912956553e-75,6.48788441993953e-107,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4649",149,149,"japa1.rwl",726,114,39.8810404042786,3965998.86639118,1153110.60320258,-3705.61352515565,0.709250899445707,0.655566833493689,7639.2270503113,7682.14030726711,8162.20775200132,"additive","norm",TRUE,TRUE,FALSE,6230.69508243795,6230.69508243795,6397.73143190085,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4650",149,149,"japa1.rwl",726,114,0.545959062800928,558.869470388647,216.101691234489,-590.265983936676,0.613323499163036,0.541927347864708,1408.53196787335,1451.44522482916,1931.51266956338,"multiplicative","lnorm",TRUE,TRUE,FALSE,0,0,167.036349462901,0.999999999984468,1,5.3520181245963e-37,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4651",149,149,"japa1.rwl",726,108,53.3325476645743,3965998.86639118,2062161.46428571,-3916.62234839855,0.480039825083925,0.390014357905899,8049.24469679709,8087.4035298603,8544.70009839817,"additive","norm",FALSE,TRUE,FALSE,6640.71272892374,6635.95830503114,6780.22377829769,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4652",149,149,"japa1.rwl",726,108,0.684094245297415,558.869470388647,339.289078925553,-754.016516158026,0.392901031631579,0.287788427075881,1724.03303231605,1762.19186537926,2219.48843391713,"multiplicative","lnorm",FALSE,TRUE,FALSE,315.501064442701,310.7466405501,455.012113816653,3.08897461249901e-69,3.32831459601917e-68,1.56810408126632e-99,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4653",149,149,"japa1.rwl",726,8,66.4301836905608,3965998.86639118,3199402.7462422,-4076.05538359832,0.193292067389454,0.185427226820828,8168.11076719664,8168.31160401672,8204.81116731524,"additive","norm",TRUE,FALSE,FALSE,6759.57879932329,6716.86637918756,6440.33484721476,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4654",149,149,"japa1.rwl",726,8,0.787146583265695,558.869470388647,449.209814071472,-855.887959990939,0.196216938171476,0.188380613056156,1727.77591998188,1727.97675680196,1764.47632010048,"multiplicative","lnorm",TRUE,FALSE,FALSE,319.243952108528,276.531531972801,0,4.75397188666659e-70,8.95242715689961e-61,1,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4655",149,149,"japa1.rwl",726,0,73.9617689349561,3965998.86639118,3965998.86639118,-5132.32824616383,0,0.00137741046831952,10264.6564923277,10264.6564923277,10264.6564923277,"additive","norm",FALSE,FALSE,FALSE,8856.12452445432,8813.21126749851,8500.18017222719,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4656",149,149,"japa1.rwl",726,0,0.877983167216419,558.869470388647,558.869470388647,-13850.6017237663,0,0.00137741046831952,27701.2034475327,27701.2034475327,27701.2034475327,"multiplicative","lnorm",FALSE,FALSE,FALSE,26292.6714796593,26249.7582227035,25936.7271274322,0,0,0,2,1,9,2,10,10,14,0.48824612161259,0.755285421175003,0.655566833493689,0.999999999984468,1,1
"4657",150,150,"jord001.rwl",5499,1068,27.3968175854857,7963619.36097472,4126719.70474045,-26006.2802979659,0.481803496917091,0.357020001365418,54148.5605959318,54663.9971647806,61210.5199969222,"additive","norm",TRUE,TRUE,TRUE,45585.5235782535,45981.2669698717,50513.4350401269,0,0,0,2,2,2,2,10,10,14,0.448972191898655,0.545911112911837,0.436564951204983,1,1,1
"4658",150,150,"jord001.rwl",5499,1068,0.448972191898655,2440.63450900348,1108.26500798236,-3398.67499229284,0.545911112911837,0.436564951204983,8933.34998458568,9448.78655343444,15995.309385576,"multiplicative","lnorm",TRUE,TRUE,TRUE,370.312966907328,766.056358525564,5298.22442878076,3.86866342377173e-81,4.49754308797015e-167,0,2,2,2,2,10,10,14,0.448972191898655,0.545911112911837,0.436564951204983,1,1,1
"4659",150,150,"jord001.rwl",5499,1052,30.060089744173,7963619.36097472,4968042.25686169,-26516.4308297426,0.376157745408161,0.228719425287625,55136.8616594852,55635.1774489589,62093.0239158914,"additive","norm",FALSE,TRUE,TRUE,46573.8246418068,46952.44725405,51395.9389590961,0,0,0,2,2,2,2,10,10,14,0.448972191898655,0.545911112911837,0.436564951204983,1,1,1
"4660",150,150,"jord001.rwl",5499,1052,0.487309459938976,2440.63450900348,1305.6128625836,-3849.25431006304,0.465051871647639,0.338622709763598,9802.50862012607,10300.8244095998,16758.6708765323,"multiplicative","lnorm",FALSE,TRUE,TRUE,1239.47160244772,1618.09421469088,6061.58591973702,7.11477696952246e-270,0,0,2,2,2,2,10,10,14,0.448972191898655,0.545911112911837,0.436564951204983,1,1,1
"4661",150,150,"jord001.rwl",5499,542,33.4193243130638,7963619.36097472,6140448.10400446,-27098.9725368568,0.22893751877502,0.144784845314719,55281.9450737136,55400.712628193,58865.8233465009,"additive","norm",TRUE,FALSE,TRUE,46718.9080560353,46717.9824332842,48168.7383897056,0,0,0,2,2,2,2,10,10,14,0.448972191898655,0.545911112911837,0.436564951204983,1,1,1
"4662",150,150,"jord001.rwl",5499,542,0.594860975767492,2440.63450900348,1945.5199735398,-4945.91086964142,0.202863039769865,0.115864634386669,10975.8217392828,11094.5892937623,14559.7000120701,"multiplicative","lnorm",TRUE,FALSE,TRUE,2412.78472160449,2411.85909885339,3862.61505527481,0,0,0,2,2,2,2,10,10,14,0.448972191898655,0.545911112911837,0.436564951204983,1,1,1
