"","X","X.1","file","n","k","sigma","tss","rss","llh","Rsq","adj.Rsq","AIC","AICc","BIC","form","error","I","T","A","dAIC","dAICc","dBIC","wAIC","wAICc","wBIC","sigma_choice","Rsq_choice","adj.Rsq_choice","llh_choice","AIC_choice","AICc_choice","BIC_choice"
"96",2612,2612,"brit009.rwl",1301,138.631639940259,0.554599370889376,694.948374781768,399.854600848159,-1078.58745822245,0.424626899841698,0.356499147854172,2434.43819632542,2467.77363734169,3151.2869460498,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"97",2613,2613,"brit010.rwl",2140,178.712461697496,NA,923.233340506606,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"98",2613,2613,"brit010.rwl",2140,165.590205078778,0.420558756491058,923.233340506606,378.324219127531,-1182.42235142339,0.590218201045541,0.556058083677325,2696.02511300434,2723.98251576388,3634.68330938228,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"99",2614,2614,"brit011.rwl",2649,283.801758358302,NA,1151.09136255943,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"100",2614,2614,"brit011.rwl",2649,272.823461204885,0.468843484015526,1151.09136255943,582.068034710108,-1751.68699485814,0.494333765639687,0.436487917995741,4049.02091212606,4111.92610104554,5653.75145654003,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"101",2615,2615,"brit013.rwl",1727,187.699495139643,NA,1077.60178358896,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"102",2615,2615,"brit013.rwl",1727,174.853236587901,0.530871042760803,1077.60178358896,486.428334536392,-1356.40802519098,0.54860103059932,0.498040623766249,3062.52252355776,3102.1686851037,4016.19674387873,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"103",2616,2616,"brit015.rwl",5336,301.616732768381,NA,3739.47711596766,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"104",2616,2616,"brit015.rwl",5336,279.581561294186,0.577195331575628,3739.47711596766,1777.37899497905,-4638.42626684137,0.52469852338724,0.498511958915708,9836.01565627112,9867.04985529069,11676.286240331,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"105",2617,2617,"brit015e.rwl",5336,301.96909248624,NA,3383.0984262329,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"106",2617,2617,"brit015e.rwl",5336,279.78530985323,0.552190980640923,3383.0984262329,1626.72088000482,-4402.11204637096,0.519162414137569,0.492650396041311,9363.79471244837,9394.87533304897,11205.4064167095,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"107",2619,2619,"brit015l.rwl",5336,301.564887315512,NA,3467.69061985205,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"108",2619,2619,"brit015l.rwl",5336,279.714716412869,0.579323205440673,3467.69061985205,1790.50803289157,-4658.06165943175,0.483659810179963,0.455197885761774,9875.55275168924,9906.61728430791,11716.6997935773,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"109",2620,2620,"brit015n.rwl",5336,302.427249878378,NA,931.621856009954,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"110",2620,2620,"brit015n.rwl",5336,280.723216204129,0.372919060265413,931.621856009954,741.931117091791,-2307.55827220567,0.203613448626668,0.159547056810908,5176.5629768196,5207.8577597194,7024.34819788981,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"111",2621,2621,"brit015p.rwl",5336,302.468939183016,NA,3574.06261291642,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"112",2621,2621,"brit015p.rwl",5336,280.554447368176,0.732842152011338,3574.06261291642,2865.20240144419,-5912.39410438166,0.198334581187932,0.154004337533441,12385.8971034997,12417.1532923587,14232.5714490069,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"113",2623,2623,"brit015x.rwl",5336,302.556726985615,NA,1424.24374681294,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"114",2623,2623,"brit015x.rwl",5336,280.738103543609,0.448765868484596,1424.24374681294,1074.41994316378,-3295.46478508184,0.245620740432929,0.20387639014084,7152.4057772509,7183.70396579165,9000.28899023729,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"115",2624,2624,"brit016.rwl",2165,160.016687616437,NA,1127.27197904994,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"116",2624,2624,"brit016.rwl",2165,140.84415525977,0.544915134606289,1127.27197904994,642.561938489351,-1757.07583875691,0.429984998801354,0.390604006208736,3795.83998803336,3815.58925280506,4595.85952783777,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"117",2625,2625,"brit016e.rwl",2165,160.205072204465,NA,1082.38027175948,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"118",2625,2625,"brit016e.rwl",2165,141.085887604461,0.528112701557156,1082.38027175948,603.546147281539,-1689.26726937754,0.442389922443397,0.403794755695311,3660.706313964,3680.5255573475,4462.09893594423,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"119",2627,2627,"brit016l.rwl",2165,160.427258779515,NA,869.970487290053,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"120",2627,2627,"brit016l.rwl",2165,138.634475860682,0.507813543652553,869.970487290053,558.040623833108,-1604.40929181387,0.358552235982858,0.314983923286656,3486.0875353491,3505.20324769071,4273.55570805764,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"121",2628,2628,"brit016n.rwl",2165,159.429336364842,NA,193.896574007939,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"122",2628,2628,"brit016n.rwl",2165,139.866094260968,0.274544769283175,193.896574007939,163.111132857386,-272.934294910313,0.158772486352916,0.101088409821491,825.600778342561,845.068255629727,1620.06475988672,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"123",2629,2629,"brit016p.rwl",2165,160.636996694033,NA,886.597306266226,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"124",2629,2629,"brit016p.rwl",2165,141.171874370379,0.543640234501406,886.597306266226,639.558740686761,-1752.00460385713,0.278636720226268,0.228674551133282,3786.35295645503,3806.19712386927,4588.23399836843,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"125",2631,2631,"brit016x.rwl",2165,158.892145973557,NA,297.363073611162,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"126",2631,2631,"brit016x.rwl",2165,140.177116428431,0.32359632128186,297.363073611162,226.602349274439,-628.822354232945,0.237960697262807,0.185581581232164,1537.99894132275,1557.55579211959,2334.22958340617,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"127",2632,2632,"brit017.rwl",4556,293.921236940665,NA,2615.52795963868,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"128",2632,2632,"brit017.rwl",4556,273.095739804785,0.592657941850347,2615.52795963868,1599.91385115441,-4080.76780801947,0.388301759398729,0.349440165675852,8707.72709564852,8742.69022153397,10462.1488359403,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"129",2633,2633,"brit017e.rwl",4556,293.400566505374,NA,2559.68929463259,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"130",2633,2633,"brit017e.rwl",4556,272.727957540961,0.597466372390506,2559.68929463259,1625.98043125618,-4117.58300200073,0.364774297151728,0.324475996903354,8780.62191908339,8815.488114431,10532.6809524365,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"131",2635,2635,"brit017l.rwl",4556,295.442329134478,NA,2170.46088926125,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"132",2635,2635,"brit017l.rwl",4556,276.024327777298,0.558737121657219,2170.46088926125,1422.01256444155,-3812.24487296243,0.344833822402781,0.302733901427641,8176.53840147945,8212.2784756047,9949.77397757478,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"133",2636,2636,"brit017n.rwl",4556,295.031780287162,NA,700.121116076978,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"134",2636,2636,"brit017n.rwl",4556,274.46114289091,0.370687036551921,700.121116076978,625.897444153124,-1942.82258915687,0.10601547392222,0.0489168375704556,4434.56746409556,4469.89169902188,6197.7608273364,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"135",2637,2637,"brit017p.rwl",4556,295.648679593289,NA,2032.94503306666,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"136",2637,2637,"brit017p.rwl",4556,276.406736737156,0.59726861523481,2032.94503306666,1624.90423328123,-4116.07474850701,0.200714133018103,0.1492773027391,8784.96297048834,8820.80516727241,10560.6552183477,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"137",2639,2639,"brit017x.rwl",4556,292.616443617592,NA,759.760764471031,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"138",2639,2639,"brit017x.rwl",4556,274.334262931568,0.362428255681985,759.760764471031,598.318565553507,-1840.16861950216,0.212490834572018,0.162217588012727,4229.00576486745,4264.29636063953,5991.3840258323,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"139",2640,2640,"brit018.rwl",2343,246.143252170821,NA,2291.07499098309,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"140",2640,2640,"brit018.rwl",2343,231.707069722389,0.789418146179425,2291.07499098309,1459.48992428966,-2770.04924472752,0.362967196606955,0.293356784295044,6003.51262889981,6054.61441904035,7337.95707425844,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"141",2641,2641,"brit018e.rwl",2343,246.057326856648,NA,1976.02575195949,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"142",2641,2641,"brit018e.rwl",2343,231.454289469979,0.744946800247183,1976.02575195949,1299.68291183493,-2634.19427089528,0.342274304600473,0.270490062827465,5731.29712073053,5782.28160510828,7064.28575723477,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"143",2643,2643,"brit018l.rwl",2343,246.323190622294,NA,1793.19135566367,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"144",2643,2643,"brit018l.rwl",2343,232.192751549515,0.654824160790734,1793.19135566367,1004.23714420249,-2332.07364299157,0.439972125099379,0.378633324298052,5128.53278908217,5179.86038468452,6465.7743671187,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"145",2644,2644,"brit018n.rwl",2343,246.156701712093,NA,508.90448842509,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"146",2644,2644,"brit018n.rwl",2343,231.53590359466,0.434914315220093,508.90448842509,442.990381028235,-1373.27655407185,0.129521568184317,0.0344801548920269,3209.62491533301,3260.64725743179,4543.08358287893,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"147",2645,2645,"brit018p.rwl",2343,246.476887556533,NA,2161.73764120754,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"148",2645,2645,"brit018p.rwl",2343,232.274651380915,0.854734043860491,2161.73764120754,1710.99560918928,-2956.30417984631,0.208509128687085,0.121784545854065,6377.15766245446,6428.52338961982,7714.8709169712,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"149",2647,2647,"brit018x.rwl",2343,246.121558156255,NA,893.689010297532,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"150",2647,2647,"brit018x.rwl",2343,231.601229537235,0.544613632978837,893.689010297532,694.646589608245,-1900.2818687601,0.22272000482922,0.137827598388256,4263.76619659466,4314.81885214647,5597.60108848847,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"151",2648,2648,"brit019.rwl",2969,165.778553069168,NA,1327.86832022978,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"152",2648,2648,"brit019.rwl",2969,143.657301304101,0.509555666993438,1327.86832022978,770.632230006899,-2210.5806838721,0.419647100343848,0.390343901653236,4708.4759703524,4723.19166156713,5569.84234402905,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"153",2649,2649,"brit019e.rwl",2969,165.796959751421,NA,1184.2793615362,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"154",2649,2649,"brit019e.rwl",2969,143.687980264942,0.475090573348013,1184.2793615362,669.910404960139,-2002.65081209253,0.434330761205567,0.405762517904371,4292.67758471495,4307.39970005321,5154.22790884178,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"155",2651,2651,"brit019l.rwl",2969,165.524131818359,NA,1451.78009239073,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"156",2651,2651,"brit019l.rwl",2969,136.000000024826,0.565920762485685,1451.78009239073,950.550406335942,-2522.07322391433,0.345251797212195,0.314051300426673,5316.14644787832,5329.30463997362,6131.59979259505,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"157",2652,2652,"brit019n.rwl",2969,165.6822577755,NA,297.874269042509,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"158",2652,2652,"brit019n.rwl",2969,136.000000068573,0.279747144213215,297.874269042509,232.271123216094,-430.211027845046,0.220237706456792,0.183079955068034,1132.42205582724,1145.58024793117,1947.87540080627,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"159",2653,2653,"brit019p.rwl",2969,159.686420504699,NA,1042.26949266221,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"160",2653,2653,"brit019p.rwl",2969,137.343314965554,0.535746209321619,1042.26949266221,851.887234381773,-2359.39128106394,0.182661259511834,0.14330667464394,4993.46919205899,5006.89401293617,5816.97702693178,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"161",2655,2655,"brit019x.rwl",2969,163.638774716554,NA,298.676399999214,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"162",2655,2655,"brit019x.rwl",2969,136.257419530705,0.277487825142766,298.676399999214,228.534495528107,-406.13516955577,0.234842473229527,0.198307832447475,1084.78517817295,1097.9942473346,1901.78200522075,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"163",31,31,"bt001.rwl",10088,743.83697562526,NA,6512.60207383189,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"164",31,31,"bt001.rwl",10088,719.80528596591,0.614579756039659,6512.60207383189,3809.9433853961,-9402.74638235898,0.414989071617821,0.370102200613849,20245.1033366498,20355.8813167879,25441.4510281049,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"165",32,32,"bt002.rwl",14588,600.966349280718,NA,9463.17491086856,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"166",32,32,"bt002.rwl",14588,559.935047727204,0.703906797556782,9463.17491086856,7227.6364807056,-15576.9925414799,0.236235560604022,0.205804085212474,32273.8551784141,32318.6382023453,36522.6168726001,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"167",33,33,"bt003.rwl",6713,513.765815759694,NA,5241.73518327066,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"168",33,33,"bt003.rwl",6713,493.685679609028,0.680124043590921,5241.73518327066,3104.76121286816,-6937.10659366101,0.40768445861645,0.360762021509075,14861.5845465401,14940.1329194101,18224.4732631419,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"169",34,34,"bt004.rwl",6128,550.885645215932,NA,3250.80497362139,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"170",34,34,"bt004.rwl",6128,532.749088055059,0.630376157649678,3250.80497362139,2434.71111151594,-5867.05982267954,0.25104362418774,0.179865963686228,12799.6178214692,12901.2773088205,16380.0239748896,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"171",35,35,"bt005.rwl",3383,445.862549510749,NA,2275.43725453635,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"172",35,35,"bt005.rwl",3383,434.873939115998,0.583600398868707,2275.43725453635,1151.87343724295,-2977.89236890954,0.493779301122648,0.419279105354862,6825.53261605109,6954.16655497701,9489.79570517449,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"173",36,36,"bt006.rwl",5541,630.719271932018,NA,5327.31719665496,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"174",36,36,"bt006.rwl",5541,615.297624210342,0.77581660026568,5327.31719665496,3334.4783407528,-6455.31581202164,0.374079256469554,0.296018992904994,14141.226872464,14295.228651677,18214.4542393362,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"175",37,37,"bt007.rwl",4246,416.743135918482,NA,3118.73295441641,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"176",37,37,"bt007.rwl",4246,403.44634968215,0.756668029393233,3118.73295441641,2430.45992096628,-4840.3980456931,0.220689954385311,0.139069627990566,10487.6887907505,10572.6400465571,13051.0790321279,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"177",38,38,"bt008.rwl",19574,775.060663656632,NA,12869.6342778642,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"178",38,38,"bt008.rwl",19574,732.038536270035,0.661380247500686,12869.6342778642,8561.69665950957,-19681.3956000982,0.334736599762144,0.308925423824858,40826.8682727364,40883.8305947658,46596.7648556541,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"179",39,39,"bt009.rwl",6528,572.642190517153,NA,4372.63434898537,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"180",39,39,"bt009.rwl",6528,553.676212210705,0.678553940175269,4372.63434898537,3005.26218037062,-6730.82911411401,0.312711299295362,0.249131197296704,14569.0106526494,14671.8381688166,18325.0702896865,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"181",40,40,"bt010.rwl",6125,546.052927383312,NA,4115.75583534062,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"182",40,40,"bt010.rwl",6125,531.301136189977,0.559112651574022,4115.75583534062,1914.40500558742,-5129.39716158468,0.534859432343128,0.490762569511924,11321.3965955493,11422.5328109401,14891.8114439131,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"183",42,42,"bt012.rwl",7482,423.705971614213,NA,7175.28356253978,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"184",42,42,"bt012.rwl",7482,387.960192197895,0.713482674787954,7175.28356253978,3808.25936115207,-8090.09642092243,0.469253120387609,0.44030235043036,16956.1132262406,16998.6622813739,19640.8968470669,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"185",43,43,"bt013.rwl",2022,284.782789372765,NA,1825.72915808615,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"186",43,43,"bt013.rwl",2022,274.738141200108,0.601090282623507,1825.72915808615,730.206555813967,-1839.37522105358,0.600046615578284,0.537387149015275,4228.22672450738,4314.99009735383,5770.01387407606,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"187",44,44,"bt014.rwl",10635,406.216396402105,NA,13947.6297091041,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"188",44,44,"bt014.rwl",10635,363.664309110135,0.837362173017162,13947.6297091041,7456.29929717944,-13202.2137070974,0.46540742386411,0.446531821594418,27131.7560324152,27157.5809709607,29776.2886047693,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"189",45,45,"bt015.rwl",4395,264.547947497355,NA,5235.73607850647,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"190",45,45,"bt015.rwl",4395,236.641555766286,0.845463658596651,5235.73607850647,3140.86985844555,-5497.94579157081,0.400109208838979,0.36611521788924,11469.1746946742,11496.2283482023,12980.8936790425,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"191",46,46,"bt016.rwl",5564,391.160658155917,NA,4309.32944357745,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"192",46,46,"bt016.rwl",5564,372.12940531983,0.68601881484133,4309.32944357745,2618.06915304159,-5797.67934824202,0.392464839989545,0.34903653057124,12339.6175071237,12393.1162107328,14804.6296870831,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"193",47,47,"bt017.rwl",6973,418.737934996523,NA,4584.98475468583,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"194",47,47,"bt017.rwl",6973,395.41894804387,0.554386652147658,4584.98475468583,2142.80627287419,-5780.43514727844,0.532647023376849,0.504622607113661,12351.7081906446,12399.3778117386,15060.2492280544,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
