"","X","X.1","file","n","k","sigma","tss","rss","llh","Rsq","adj.Rsq","AIC","AICc","BIC","form","error","I","T","A","dAIC","dAICc","dBIC","wAIC","wAICc","wBIC","sigma_choice","Rsq_choice","adj.Rsq_choice","llh_choice","AIC_choice","AICc_choice","BIC_choice"
"611",162,162,"leba003.rwl",3042,222.795955393407,NA,1967.0113943773,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"612",162,162,"leba003.rwl",3042,202.322245159903,0.526550112104378,1967.0113943773,843.132517514241,-2364.74553281816,0.571363684051686,0.540975015711872,5134.13555595613,5163.11849567979,6352.17019448679,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"613",163,163,"leba004.rwl",17457,696.828695039884,NA,9803.091045163,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"614",163,163,"leba004.rwl",17457,630.061696932731,0.502573401165909,9803.091045163,4409.0368912541,-12759.2569474694,0.550240136407834,0.533426221843712,26778.6372888042,26825.8985822283,31672.6389952766,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"615",164,164,"leba005.rwl",5902,284.885423872526,NA,4082.17960072353,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"616",164,164,"leba005.rwl",5902,234.821838947589,0.609322474624697,4082.17960072353,2190.88715456639,-5450.17935274797,0.463304565487988,0.441161073632586,11370.0023833911,11389.5485806026,12939.3276653267,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"617",165,165,"leba006.rwl",2964,298.654732997034,NA,2178.6568968462,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"618",165,165,"leba006.rwl",2964,275.890203488923,0.621215614695101,2178.6568968462,1143.44789274522,-2794.14143123201,0.475159262387545,0.42148824889367,6140.06326944186,6196.9208602138,7793.8305330168,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"619",166,166,"ls001.rwl",5189,300.679965502837,NA,3595.38878944154,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"620",166,166,"ls001.rwl",5189,267.064316930361,0.642636608955282,3595.38878944154,2142.5496363476,-5067.92149117079,0.404084019330663,0.371870681214511,10669.9716162023,10699.0678768751,12420.3902750109,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"621",167,167,"ls002.rwl",3303,250.828539537293,NA,2719.89423133133,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"622",167,167,"ls002.rwl",3303,230.761938370979,0.618911457741697,2719.89423133133,1264.83569811409,-3101.49750680135,0.534968792703759,0.500190735324075,6664.51889034466,6699.34643094289,8072.76356294426,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"623",168,168,"mong001.rwl",2497,392.253069888289,NA,1259.81867197548,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"624",168,168,"mong001.rwl",2497,381.672089683526,0.569186556805939,1259.81867197548,808.637447775708,-2135.41258164437,0.358131875829632,0.242621992497821,5034.1693426558,5172.32696278692,7256.58687250076,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"625",169,169,"mong002.rwl",6370,529.951265046394,NA,8463.69916314705,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"626",169,169,"mong002.rwl",6370,498.939270121058,0.717504035637212,8463.69916314705,3278.83789012056,-6923.4468343077,0.612599901424025,0.579743535052607,14844.7722088575,14929.7591778234,18217.2797335964,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"627",170,170,"mong003.rwl",31810,1539.8871166261,NA,16820.8341407978,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"628",170,170,"mong003.rwl",31810,1451.71974544813,0.532246740328336,16820.8341407978,9011.06322369974,-25075.0186945024,0.464291535825564,0.438691836492627,53053.4768799011,53192.4183082099,65200.7940897006,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"629",172,172,"mong005.rwl",7081,384.917654955684,NA,5485.29768909696,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"630",172,172,"mong005.rwl",7081,354.807031951331,0.58446436977307,5485.29768909696,2418.51808470236,-6244.0857286908,0.55909082391105,0.535898392814712,13197.7855212843,13235.3287821405,15633.596261721,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"631",173,173,"mong006.rwl",15497,482.65387627638,NA,9039.90296242511,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"632",173,173,"mong006.rwl",15497,429.536496908747,0.513773806847457,9039.90296242511,4090.37877724078,-11668.2196549129,0.547519614508842,0.534650536758727,24195.5123036434,24220.0610159056,27480.7799921843,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"633",174,174,"mong007e.rwl",6596,459.739645948628,NA,4601.91042109661,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"634",174,174,"mong007e.rwl",6596,435.68114333485,0.579012221691823,4601.91042109661,2211.00773316776,-5754.55511564258,0.519545681934224,0.485644119830659,12380.4725179549,12442.2500437587,15340.5854821273,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"635",175,175,"mong007i.rwl",6596,459.651018550546,NA,3671.9022324934,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"636",175,175,"mong007i.rwl",6596,435.56338345772,0.66712543633247,3671.9022324934,2935.1466137528,-6688.90821793647,0.200646850621704,0.144259676985562,14248.9432027884,14310.6861952828,17208.2560806035,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"637",176,176,"mong007l.rwl",6596,459.809279070719,NA,3737.67079909709,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"638",176,176,"mong007l.rwl",6596,435.758225786173,0.511811421292061,3737.67079909709,1727.56638971417,-4940.82409996658,0.537796001153579,0.505176016767432,10753.1646515055,10814.9647874777,13713.801330709,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"639",177,177,"mong007n.rwl",6596,459.746930083365,NA,1095.68079826669,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"640",177,177,"mong007n.rwl",6596,435.696384128316,0.354892940130074,1095.68079826669,830.633648102741,-2525.76418168154,0.241901793463243,0.188407263039995,5922.92113161972,5984.70312757014,8883.13764507592,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"641",180,180,"mong007w.rwl",6596,459.758008065279,NA,4700.46801103475,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"642",180,180,"mong007w.rwl",6596,435.706643080841,0.581146783633559,4700.46801103475,2227.33979732172,-5778.82693767803,0.526145100425563,0.492707103114924,12429.0671615177,12490.8521665311,15389.3533765409,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"643",182,182,"mong008.rwl",3301,379.717620833056,NA,2252.93406480127,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"644",182,182,"mong008.rwl",3301,367.766053060598,0.655656297151186,2252.93406480127,1418.62109398021,-3290.00271632831,0.370322853143352,0.291589207606472,7315.53753877782,7408.04014142887,9559.63890838328,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"645",183,183,"mong009.rwl",12758,714.801268413755,NA,10363.858501673,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"646",183,183,"mong009.rwl",12758,682.395938115348,0.724779758169059,10363.858501673,6701.32478749286,-13995.6776925509,0.353394801134046,0.316908497524422,29356.1472613326,29433.3914690771,34442.6677647913,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"647",184,184,"mong010.rwl",12757,677.509548327981,NA,7509.3556038919,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"648",184,184,"mong010.rwl",12757,646.495680617401,0.511985139898363,7509.3556038919,3343.71476202938,-9560.60175584826,0.554726805014212,0.530993530455363,20414.1948729313,20483.3311727661,25233.0672756958,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"649",185,185,"mong011.rwl",12166,532.815613463582,NA,7372.68189721277,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"650",185,185,"mong011.rwl",12166,498.545728937904,0.464109347497174,7372.68189721277,2620.31042247268,-7923.25766800079,0.644591960021592,0.629435975844304,16843.6067938774,16886.3012379278,20536.0361074619,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"651",186,186,"mong012.rwl",8432,526.612056868233,NA,10742.6574029529,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"652",186,186,"mong012.rwl",8432,501.444158961637,0.776337061666162,10742.6574029529,5081.35723609099,-9829.27295971545,0.52699252657036,0.497144199168372,20661.4342373542,20724.9807193429,24191.4954475082,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"653",187,187,"mong013.rwl",7839,392.632531389702,NA,5385.96572923243,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"654",187,187,"mong013.rwl",7839,366.42475342275,0.550609905862789,5385.96572923243,2376.25640198749,-6444.80291853174,0.558805881535726,0.537230554873714,13622.455343909,13658.4942032475,16175.2877031568,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"655",188,188,"mong014.rwl",9772,481.404797870417,NA,20479.5579424371,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"656",188,188,"mong014.rwl",9772,454.972300840886,0.855789903046133,20479.5579424371,7156.04939553944,-12343.5701382711,0.650575983346256,0.633550293401846,25597.084878224,25641.6220508329,28867.0965734423,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"657",189,189,"mong015.rwl",19668,734.638388801521,NA,11802.8569078022,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"658",189,189,"mong015.rwl",19668,670.473459303763,0.514769521278419,11802.8569078022,5211.51230995187,-14846.9228266114,0.558453317644914,0.542893198055287,31034.7925718303,31082.1912509652,36322.6479392718,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"659",191,191,"mong017.rwl",9339,685.86929540891,NA,4309.75988605152,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"660",191,191,"mong017.rwl",9339,665.632865371882,0.510510499457657,4309.75988605152,2433.67861838766,-6971.94564908856,0.435309928456984,0.392038200825593,15275.1570289209,15377.4895841368,20029.0766398936,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"661",192,192,"mong018.rwl",8803,518.539177697448,NA,11250.1265733512,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"662",192,192,"mong018.rwl",8803,496.617938963663,0.748262723140323,11250.1265733512,4928.21429920976,-9937.53597334113,0.561941435318292,0.5358037400645,20868.3078246096,20927.8176685694,24385.7771265953,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"663",194,194,"mong020.rwl",5659,493.668223347961,NA,3209.13870197063,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"664",194,194,"mong020.rwl",5659,477.338870624651,0.555410633285191,3209.13870197063,1745.38533712188,-4701.51202291854,0.456120317875293,0.406122638160137,10357.7017870864,10445.8487361254,13527.7104093411,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"665",195,195,"mong021.rwl",30608,1098.30644360729,NA,16086.5228711157,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"666",195,195,"mong021.rwl",30608,1014.95962341633,0.608159194006999,16086.5228711157,11320.2317240472,-28208.4429449217,0.296290950210666,0.272179451221746,58446.8051366761,58516.4967147942,66900.420781492,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"667",196,196,"mong022.rwl",6828,349.385041983284,NA,5990.30743767489,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"668",196,196,"mong022.rwl",6828,314.798813273096,0.692310620715156,5990.30743767489,3272.14010765402,-7177.21638787139,0.453760905980464,0.427443711938306,14984.030402289,15014.5617353363,17133.7244723999,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"669",197,197,"mong023.rwl",7145,419.848376429695,NA,5070.83317700046,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"670",197,197,"mong023.rwl",7145,394.961595005722,0.508566091570253,5070.83317700046,1847.72037007258,-5306.65191703756,0.635617993024657,0.614351074520433,11403.2270240866,11449.5712923334,14118.2594173942,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"671",198,198,"mong024.rwl",11651,831.915870412874,NA,5836.14501236745,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"672",198,198,"mong024.rwl",11651,799.831851771044,0.590083526589561,5836.14501236745,4056.51332130515,-10385.7530934093,0.304932740240528,0.253763883705049,22371.1698903607,22489.2382583728,28260.4496239599,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"673",200,200,"mong026.rwl",6767,622.678351114424,NA,4375.20920002558,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"674",200,200,"mong026.rwl",6767,601.669410775817,0.540845236467404,4375.20920002558,1979.14681333095,-5442.30923286458,0.547645215840335,0.503573664813093,12087.9572872808,12205.6043680224,16191.2302385588,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"675",201,201,"mong027.rwl",6495,430.348787760438,NA,4615.37198428966,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"676",201,201,"mong027.rwl",6495,411.08695915307,0.661631883280528,4615.37198428966,2842.79232783286,-6532.77235870006,0.384059976636881,0.34254245830521,13887.7186357063,13943.4168098565,16674.3899522255,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"677",202,202,"mong028.rwl",5681,456.319935053019,NA,4105.27551032767,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"678",202,202,"mong028.rwl",5681,435.656319517173,0.629120819797138,4105.27551032767,2248.10427352463,-5427.7328515862,0.4523865041776,0.407008416275038,11726.7783422067,11799.3258702274,14621.6634186777,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"679",203,203,"mong029.rwl",13661,790.808847001347,NA,10213.9315175079,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"680",203,203,"mong029.rwl",13661,756.765009830459,0.592456697838443,10213.9315175079,4794.72746419421,-12232.3932776051,0.530569844141263,0.50307663074058,25978.3165748711,26067.2012686011,31670.9302632635,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"681",204,204,"mong030.rwl",14068,618.773526220204,NA,15806.0883954271,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"682",204,204,"mong030.rwl",14068,576.889865228657,0.876615762261157,15806.0883954271,10809.8592230671,-18108.5614620763,0.316095231620081,0.286901649998028,37370.9026546099,37420.3283157999,41727.3776167871,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"683",205,205,"mong031.rwl",10690,520.817308324177,NA,6558.99304257015,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"684",205,205,"mong031.rwl",10690,492.500069639019,0.510457045012418,6558.99304257015,2785.19419404723,-7979.47537741,0.575362532637197,0.554895815676625,16943.950894098,16991.623883913,20527.905422845,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"685",14,14,"morc001.rwl",16356,777.633891527061,NA,16269.5101620514,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"686",14,14,"morc001.rwl",16356,739.070944631012,0.640357147485415,16269.5101620514,6706.48675446968,-15917.3116031497,0.587788034939579,0.568306504776915,33312.7650955614,33382.8172749998,39005.3482461629,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"687",15,15,"morc002.rwl",6561,391.606207763234,NA,2469.27411854888,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"688",15,15,"morc002.rwl",6561,362.413714198011,0.445959948935484,2469.27411854888,1304.65461091778,-4010.97676701054,0.471644480004316,0.440838273218739,8746.7809624171,8789.28335217962,11207.1708140194,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"689",16,16,"morc003.rwl",4296,285.210462108813,NA,2190.88960710447,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"690",16,16,"morc003.rwl",4296,265.60558567317,0.403298794232395,2190.88960710447,698.581395358858,-2194.15871141273,0.681142585599227,0.660208789992565,4919.5285941718,4954.67627416792,6610.22491680891,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"691",17,17,"morc011.rwl",9701,481.920432477481,NA,5880.83556305027,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"692",17,17,"morc011.rwl",9701,442.362595058948,0.614076306562329,5880.83556305027,3657.77018972794,-9034.06509108784,0.378018624987581,0.348368547795087,18952.8553722936,18995.2262320548,22129.0118384735,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"693",18,18,"morc012.rwl",2464,258.754041569949,NA,1264.86374551767,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"694",18,18,"morc012.rwl",2464,246.362324833389,0.582913772482294,1264.86374551767,836.898992126316,-2165.90430533649,0.338348501890376,0.265142517151018,4824.53326033975,4879.51812151475,6255.78536729702,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"695",19,19,"morc013.rwl",2951,174.764737695312,NA,1473.50509530131,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"696",19,19,"morc013.rwl",2951,148.618497022059,0.573289864685104,1473.50509530131,969.55074340446,-2544.95798419499,0.342010593315117,0.307350284871016,5387.15296243411,5403.02804130536,6277.3628048515,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"697",20,20,"morc014.rwl",21403,1052.91117566066,NA,11118.8095540991,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"698",20,20,"morc014.rwl",21403,1010.8048798743,0.532905937686043,11118.8095540991,6077.92697968711,-16897.7717580582,0.453365313065698,0.426296408951984,35817.1532758649,35917.4649352878,43874.5684457245,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"699",21,21,"morc015.rwl",3859,208.000285002405,NA,2727.78287885111,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"700",21,21,"morc015.rwl",3859,171.459665471586,0.536380171697325,2727.78287885111,1109.96083058042,-3071.36602976425,0.593090476816866,0.574280740541027,6485.65139047167,6501.69346453886,7558.67398690744,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"701",22,22,"morc016.rwl",21523,612.778703002686,NA,13928.4683716628,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"702",22,22,"morc016.rwl",21523,523.165209607474,0.654991679150708,13928.4683716628,9233.24145496292,-21432.2279361758,0.337095708689137,0.320612457193254,43910.7862915665,43936.9044075944,48084.0110336589,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"703",208,208,"nepa001.rwl",3156,267.787817785733,NA,2308.09564768944,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"704",208,208,"nepa001.rwl",3156,248.846903652387,0.671466457086392,2308.09564768944,1422.48602544024,-3220.66293157255,0.383697106805672,0.331154719553302,6939.01967044988,6981.80724997497,8446.30046639168,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"705",209,209,"nepa001e.rwl",3156,267.76204380551,NA,2374.276109414,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"706",209,209,"nepa001e.rwl",3156,248.836007629699,0.694188326906946,2374.276109414,1520.38640178974,-3325.69216761214,0.359642125967821,0.305051556130382,7149.05635048368,7191.84003018237,8656.27114855486,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"707",211,211,"nepa001l.rwl",3156,264.160365016443,NA,2177.43416669418,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"708",211,211,"nepa001l.rwl",3156,245.972885648896,0.65356312770855,2177.43416669418,1347.64172379508,-3135.37223766265,0.381087270325564,0.328985749825818,6762.69024662309,6804.45584795448,8252.56294111668,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"709",212,212,"nepa001n.rwl",3156,266.559155380483,NA,497.721857283497,NA,NA,NA,NA,NA,NA,NA,"multiplicative","lnorm",TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
"710",212,212,"nepa001n.rwl",3156,246.934491912102,0.375965441887716,497.721857283497,445.959292573019,-1390.28760597449,0.103998978451522,0.0282504071750753,3274.44419577318,3316.55024711042,4770.14139775516,"multiplicative","lnorm",FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2
